Nuclei_Location_Center_X,Nuclei_Location_Center_Y
119,15
417,9
388,15
1565,16
325,11
39,13
483,18
1408,18
193,20
1480,19
1616,16
1638,18
164,16
289,16
1731,20
86,21
417,21
1654,16
334,17
402,19
314,20
1467,21
1553,12
148,18
132,25
300,21
72,26
433,27
450,21
1677,18
54,37
522,19
1617,26
91,29
146,30
374,28
1648,32
1704,31
176,28
283,31
346,25
221,27
235,24
1473,30
1515,32
1575,31
1694,34
81,35
271,37
1491,35
1665,43
390,33
470,25
1683,34
436,36
536,29
1597,30
345,40
377,41
178,38
209,35
1590,31
22,38
189,39
463,43
110,29
162,39
245,38
497,40
1431,44
1920,30
1613,38
1652,45
1577,41
135,40
1470,58
107,49
1553,46
95,46
188,50
1722,49
45,50
366,47
1904,55
236,45
1598,50
121,51
157,67
385,51
529,52
174,53
293,42
202,50
354,52
1482,55
1567,53
1584,56
222,50
252,35
286,63
493,70
30,59
133,58
180,62
366,59
59,70
144,63
209,59
381,64
1609,63
70,56
38,63
303,66
398,61
456,62
1536,64
1591,72
315,71
474,80
364,68
1620,75
222,68
1558,71
15,73
95,70
191,67
116,72
177,80
266,59
1613,85
459,92
1063,68
1519,73
109,86
81,87
193,89
136,81
254,80
1119,85
1537,89
221,83
1108,98
1568,86
427,98
239,86
277,92
1078,94
1921,86
14,93
396,93
1052,90
30,86
53,93
154,91
348,95
1524,89
164,98
142,112
1090,79
107,100
264,98
1496,98
208,95
311,89
1134,92
62,97
380,100
405,108
1017,86
1561,103
90,96
225,98
1398,103
320,107
129,101
305,108
40,109
1067,109
1383,109
1530,109
1908,109
467,108
212,109
1545,116
1556,132
1584,110
1936,105
114,108
1122,112
1518,110
285,108
1168,101
1606,109
1088,108
156,113
1497,113
1102,121
1978,113
17,117
182,110
1042,115
1959,111
929,120
1156,117
1555,119
157,121
1499,121
73,122
449,114
1523,135
94,117
120,129
284,124
320,118
1062,122
387,127
1007,127
51,125
127,124
371,122
1024,134
1118,126
171,129
211,123
249,113
418,123
42,127
154,134
304,136
1039,126
189,128
1085,139
364,134
31,129
446,128
1610,126
956,125
1061,145
1067,136
283,150
423,135
1167,134
610,135
994,140
1577,145
80,138
562,129
1008,138
1627,132
136,134
1041,143
1497,140
1912,132
264,144
252,148
388,140
964,141
1874,139
241,162
314,145
1120,149
161,152
1158,148
46,141
64,137
1105,140
174,144
941,143
1071,146
1487,149
134,144
347,143
143,149
1857,149
189,149
1892,154
1906,151
2024,150
1589,161
2003,150
605,157
714,159
1105,155
1212,153
129,158
925,147
1615,156
219,162
1137,163
384,155
407,151
423,148
562,149
1005,160
74,155
260,172
368,160
1192,158
276,162
474,148
1603,165
1051,164
1484,164
2016,163
204,168
413,163
1158,166
1687,146
84,171
434,164
961,161
313,162
1097,163
61,164
138,167
2005,167
596,173
378,167
1025,161
1082,168
1109,177
1205,170
401,170
1172,173
1228,160
1924,175
318,173
463,172
1645,157
1668,164
1694,171
103,169
380,175
1659,176
159,177
501,171
94,178
981,168
1130,174
2023,178
14,178
518,164
440,175
562,175
1631,180
70,173
454,179
1073,178
1219,184
415,181
1061,181
1949,178
434,181
1182,190
1598,186
1739,180
393,182
1018,177
1205,181
1609,182
26,185
309,197
472,182
120,188
376,187
891,185
1291,176
329,189
462,208
1121,188
1960,184
98,189
358,184
1202,191
1715,170
1769,188
187,180
1041,190
1937,187
1055,193
1266,179
1619,192
1788,189
401,192
1649,200
152,191
449,206
522,204
608,189
1027,202
1741,191
431,193
882,194
1142,184
343,193
501,203
573,196
1666,195
1825,186
409,195
1167,193
1331,191
1703,195
85,197
1104,197
1950,201
38,204
588,199
950,205
1719,201
1767,206
133,207
186,202
321,217
1583,188
167,200
1073,197
379,200
413,204
427,224
348,208
1044,210
1669,206
1284,197
358,207
1130,202
1347,208
620,208
1001,208
1453,204
1148,210
1203,204
1604,204
1734,197
550,201
1165,209
156,209
168,213
1472,214
569,211
560,227
1626,209
1715,212
331,227
1692,222
1771,223
361,219
394,219
1029,215
1188,222
1210,224
39,215
93,209
1198,229
1906,219
61,223
110,217
1730,222
1742,218
186,213
1266,214
1493,210
1570,212
1044,224
1094,218
1617,228
1702,216
991,220
1131,216
1166,230
1068,216
1138,223
1305,229
1592,222
1604,222
89,226
1284,227
1658,226
101,238
1531,218
1096,238
1318,216
1356,224
1485,227
1789,234
143,233
161,224
1463,232
1635,224
411,230
541,231
595,234
1033,225
1423,221
1721,229
48,244
1040,230
1148,231
1258,238
1644,233
371,233
188,232
26,240
1722,247
1938,248
2017,243
387,232
1282,238
1389,228
1474,241
552,243
616,240
1332,246
1419,241
1009,229
1603,242
1631,239
1903,234
1589,251
1705,246
1027,243
1303,244
1882,242
1431,242
538,244
970,241
1318,249
1648,255
1042,243
1158,246
1520,249
1567,236
1799,248
141,248
1131,240
1114,240
570,252
1509,252
1391,256
1864,248
1403,242
1559,248
166,253
368,255
1429,261
592,252
1455,270
1678,267
1064,258
1842,242
580,258
1148,261
1379,234
1621,253
1911,260
996,259
1307,258
1070,245
1443,234
1570,258
551,263
1103,259
1127,259
1530,259
1849,263
522,256
1020,265
591,262
954,265
1400,264
1518,269
1998,262
1492,259
1733,282
1348,268
1474,269
1826,269
1144,281
1980,261
2016,267
1325,273
1414,274
574,267
1536,270
1567,271
1595,274
1747,274
1582,271
1616,276
1010,283
525,276
880,262
1109,269
1782,273
1370,276
2004,274
1089,273
1853,278
2023,283
737,275
1394,273
1493,278
1023,289
1128,282
1569,283
981,286
993,283
1691,283
1704,280
665,269
894,272
1642,283
1110,289
1377,286
1587,286
965,296
1980,285
925,276
1077,288
1670,289
937,276
1467,290
1766,296
647,291
855,282
1096,294
1345,291
1432,289
1600,293
1774,297
260,296
559,299
1496,306
1613,294
1673,295
1397,294
1722,298
2035,299
951,302
1480,310
1574,299
1414,293
1708,309
1069,300
2010,293
2025,300
587,301
1348,306
614,302
875,304
1678,304
1447,303
985,319
1103,312
1463,304
1638,302
1018,317
1088,307
1369,304
1248,307
1571,321
1664,309
1432,309
1702,314
1985,313
839,299
1472,320
2003,308
1589,328
1651,309
1681,314
559,324
586,316
1028,320
1111,316
788,307
809,311
963,324
1383,315
821,306
1078,320
840,331
866,322
888,319
1696,323
1899,323
1090,339
1041,334
1126,331
1055,328
1681,325
93,325
905,330
1103,341
1404,331
502,322
1016,338
889,333
804,333
1367,333
1668,336
595,336
819,337
632,327
790,334
1391,343
1753,336
1773,336
506,339
874,341
584,340
1023,344
1440,346
2032,342
482,329
893,346
1675,343
1059,348
859,339
1914,345
489,354
1426,359
1871,334
1037,357
1738,351
1689,362
1701,342
896,350
1884,350
2034,365
529,353
875,359
1833,350
1867,357
554,355
819,353
1393,354
1709,355
578,356
847,356
803,357
712,364
872,376
1848,346
604,376
340,348
502,358
1038,368
1625,357
1665,369
535,364
1655,367
699,375
914,363
1875,365
1898,355
2008,354
1159,366
1923,364
755,386
849,367
1410,360
334,369
518,366
1761,371
1829,379
1381,372
504,374
1850,387
1920,375
785,371
904,388
1043,378
1400,376
1087,370
1894,379
272,371
860,395
1340,370
770,399
1266,374
534,380
1426,380
2003,377
2036,379
1467,382
1875,392
2025,385
504,392
1785,386
1813,397
1917,386
464,398
569,388
1037,387
1362,389
1676,382
284,394
438,381
794,414
1240,387
422,388
1103,390
1267,390
1371,400
1634,401
537,393
1182,391
1315,388
1413,395
1450,392
1394,386
1634,394
2017,396
812,416
1350,400
384,392
413,386
1726,391
398,389
949,392
1076,398
1811,400
337,414
809,404
432,403
477,396
526,395
968,406
1296,388
548,406
1461,404
1935,393
1133,389
1270,402
1681,403
1856,410
1228,407
289,407
1318,409
1327,409
1420,405
1443,404
1988,394
377,407
501,414
1409,410
1742,395
1778,397
440,403
395,408
513,410
1480,393
1725,411
1498,400
313,405
1306,412
1705,411
1920,418
1032,402
1841,413
453,411
1351,414
1391,413
1615,414
1741,419
490,412
1512,412
1755,403
2006,420
1968,401
1472,416
1484,418
1722,421
1989,423
492,424
1157,407
1871,421
1182,415
710,419
1905,420
371,418
1242,418
1268,421
1322,424
1455,422
689,430
1057,417
1192,415
1396,427
300,424
451,424
1046,419
1303,425
1354,426
1730,441
1793,417
828,427
1413,434
393,428
444,439
1208,407
1288,403
1605,423
1898,416
1433,428
1526,409
1812,426
490,431
1632,429
1765,411
1870,436
1886,443
554,441
1019,424
1178,433
1242,436
1743,428
456,442
354,434
1701,434
1849,440
1951,429
1269,435
2017,430
1210,436
1368,430
1538,426
1257,439
1779,448
342,447
1477,451
1288,438
1369,440
1906,436
2025,438
1033,446
1060,433
1517,451
535,442
1960,440
1014,442
1148,441
1757,440
317,442
1630,448
1602,438
1656,444
1940,445
492,456
1073,444
1192,442
1379,450
1436,449
1647,445
1495,435
1669,445
1585,435
1685,446
1338,446
1621,447
314,451
503,458
1048,459
1112,447
1693,449
1355,451
1912,461
1198,456
1231,466
1318,451
1344,456
1027,460
1296,449
1300,459
1699,458
995,459
1130,456
1218,462
1283,452
1366,456
355,463
1933,460
1765,462
326,462
1381,462
1455,456
1395,458
1438,464
1624,461
1644,462
984,468
1182,460
1528,467
1588,462
1203,473
1955,463
345,471
969,467
1345,470
1058,467
1310,466
1412,459
1611,452
1128,474
279,468
1160,467
1572,471
1748,475
380,481
1189,482
1382,478
99,469
849,469
992,476
1467,476
1816,488
2005,477
1396,472
1609,484
1620,474
309,476
330,478
1179,491
1318,479
1671,480
2024,472
1040,478
1110,474
1721,463
1073,473
1337,474
1648,478
315,486
1138,484
1276,486
1303,482
1662,482
1061,482
347,488
1484,485
1735,484
1100,487
1982,491
1118,486
1711,497
359,488
1017,489
1046,489
1162,499
1416,489
1429,483
1504,476
2020,487
281,488
1538,487
1601,493
67,494
1080,488
1349,490
1646,498
1759,492
1992,496
331,489
2003,502
975,493
1474,489
1743,495
1144,492
1659,495
1683,492
1672,493
1027,490
1062,501
1531,494
923,503
1079,500
1401,489
1716,496
1341,499
1725,500
1120,501
1489,499
1279,500
337,501
1133,503
1356,505
2020,500
1304,504
269,516
1177,507
1323,495
1414,507
1451,493
1526,508
1585,490
1688,505
1103,513
1766,501
1021,509
1510,503
1787,513
1115,506
1002,502
1540,507
1552,510
1811,510
1319,507
1370,491
1744,507
1144,519
1402,509
92,515
1779,522
1387,516
1605,505
1609,515
1673,508
1462,514
1002,513
1060,517
1722,515
63,509
1070,514
1428,508
1586,515
1760,524
1501,516
1514,516
1564,506
354,521
1487,521
970,513
1417,524
2011,525
1356,520
1545,523
1669,519
1031,527
338,524
1123,527
1317,518
1369,524
844,521
1437,523
1577,528
885,518
1161,537
40,514
1090,521
1113,524
299,533
1304,542
1296,534
1566,526
1706,538
1357,529
1495,533
1690,536
1742,528
287,514
901,541
1052,524
1396,527
1916,524
30,536
387,524
1677,540
77,532
873,534
929,531
1417,535
1728,542
18,522
1371,535
1475,534
54,532
916,538
1003,527
1143,544
1842,532
330,545
1671,525
1823,528
1548,537
1745,541
1071,537
126,529
1124,552
1336,545
1425,547
1643,545
140,536
1041,543
1902,538
78,545
104,535
1490,541
1589,537
394,542
1460,545
1620,544
1404,544
39,545
313,555
372,546
1515,539
1687,551
1558,549
273,539
1368,548
1570,549
1655,546
124,557
63,548
1441,554
1592,552
1741,555
1858,550
151,547
1324,565
1095,547
872,560
1396,555
1606,559
84,556
1831,557
192,556
375,568
883,555
984,561
1665,555
1879,549
45,552
66,561
409,551
437,546
1428,557
1846,560
1706,559
1004,556
1676,565
1749,563
287,555
1071,560
1346,567
232,553
1728,572
1376,568
1452,564
255,548
875,568
1832,572
517,560
823,557
1017,568
1423,570
1461,568
1360,565
1568,566
2016,573
497,572
1873,568
45,571
417,565
994,577
92,581
1041,570
146,570
29,562
1717,579
295,572
1056,571
1077,591
1536,575
1742,577
215,560
392,577
522,586
1483,579
1620,577
60,587
122,578
1501,576
1517,578
1697,573
1603,578
245,574
1433,582
1567,580
1687,578
198,573
1018,587
155,582
1751,587
1992,579
882,587
1326,590
1505,586
34,588
289,585
1583,582
1469,589
1865,596
1422,593
2034,587
218,586
848,591
1678,588
122,590
260,588
1025,570
1693,590
1725,588
1933,577
1448,582
1711,590
2011,595
146,595
868,597
1606,594
1737,599
1843,599
282,599
1777,599
2027,598
190,596
235,595
1437,599
1798,600
232,626
1586,600
1699,599
1970,595
224,601
1065,606
1409,598
1817,623
68,601
168,600
870,605
1387,606
1623,601
1468,613
1839,615
1362,607
1566,605
191,611
1988,603
53,610
146,611
1384,623
1704,616
27,608
1602,609
156,612
282,619
1686,609
1964,619
2010,609
211,619
101,619
141,625
1625,614
1723,615
220,615
1039,611
1984,637
13,612
93,606
1343,609
1607,617
1681,619
116,619
175,621
802,601
28,620
158,623
1419,616
1445,617
1565,618
1578,619
1575,636
203,617
1403,628
1059,628
388,617
896,616
1611,631
2003,633
832,619
63,622
1036,627
44,628
1546,625
88,630
211,633
1520,623
1629,626
2016,630
2032,627
803,618
1359,633
1675,630
1800,632
60,633
76,632
420,630
1000,626
1335,634
1394,632
2031,641
102,634
1187,631
1664,637
130,632
119,637
1446,638
1733,634
182,637
391,637
987,644
275,648
367,634
190,644
284,635
1560,639
1598,642
971,635
71,650
409,654
1009,641
1728,646
1759,652
105,643
202,647
1468,643
1501,644
1531,658
1689,648
1776,645
1037,647
902,642
127,659
45,650
166,644
1176,646
1448,652
229,653
307,642
918,646
1430,656
1790,655
176,666
961,645
1024,654
1050,649
1525,647
1197,658
1554,654
818,655
1012,652
1502,655
1721,659
139,650
169,656
558,647
936,645
1730,656
379,652
433,649
1385,657
872,653
1458,657
1690,668
83,658
1338,655
1743,663
977,661
1069,646
1756,660
2007,664
121,663
355,652
1629,659
61,662
401,670
320,653
368,658
753,644
1474,668
1563,664
1711,661
276,663
1042,663
329,653
18,665
422,670
1464,661
382,665
1013,674
1364,665
855,664
1410,660
823,669
883,670
1381,672
1603,658
288,671
1056,676
1507,673
1748,671
264,673
503,667
699,675
898,676
1042,675
1622,677
2009,685
72,674
828,679
1449,673
1720,672
39,667
48,676
546,682
690,663
745,677
786,683
938,679
102,665
1581,676
1670,677
456,668
518,664
919,675
1030,679
1554,680
17,684
306,681
448,680
540,677
162,689
389,682
1434,688
1710,685
64,685
132,682
149,670
502,680
1732,680
362,693
436,674
855,676
887,692
771,680
945,686
40,685
295,674
440,687
1588,691
1604,682
239,687
381,688
689,687
1522,688
419,694
564,689
1478,685
1541,692
81,687
221,681
1327,680
1391,688
71,706
92,695
487,688
1375,692
522,698
247,694
1686,690
57,705
153,699
735,699
843,684
1405,688
1742,687
190,693
724,700
780,698
1521,699
1633,692
1660,693
1398,701
1354,690
707,692
1075,699
1424,699
1476,706
1553,705
1672,692
353,700
488,700
859,700
1604,704
36,715
967,699
275,700
404,701
1103,701
129,697
555,705
757,712
913,692
941,711
195,709
1315,694
105,702
677,699
770,707
1460,700
1580,708
1705,707
16,707
827,705
854,709
1645,703
170,708
1377,713
1509,726
1628,721
1673,710
323,713
347,706
1533,708
255,706
713,707
1389,706
1494,709
1514,708
1443,708
86,713
896,712
304,714
797,707
809,697
121,712
517,714
693,715
1566,715
1348,717
1645,723
178,719
225,707
415,718
439,718
1399,721
1698,717
736,718
885,721
1032,723
1521,716
1742,719
1415,728
1445,718
202,719
375,719
394,712
51,727
1730,731
297,728
720,726
745,714
652,712
1563,730
1721,713
154,721
241,726
530,720
1362,727
19,726
323,727
914,721
1465,723
1529,728
1545,732
1578,726
871,723
1345,728
1368,722
85,728
377,729
446,735
636,717
642,724
1422,730
133,724
903,733
1049,724
512,734
670,715
73,747
278,730
1715,739
466,729
712,730
878,734
79,729
416,734
551,723
738,731
786,719
938,734
357,733
773,725
37,735
695,736
263,729
753,732
54,738
341,730
488,738
1490,739
765,734
797,729
538,734
590,732
1837,732
656,736
1071,741
1476,731
279,746
381,740
672,739
720,746
1387,759
1575,746
1378,736
183,736
1048,744
1320,743
564,743
747,742
642,744
1447,741
165,745
223,738
1423,749
354,745
475,744
528,752
621,745
886,743
1503,744
44,750
252,740
1355,744
228,776
575,757
732,757
541,753
853,739
263,756
640,753
792,753
803,745
1458,754
1547,759
835,761
847,759
1304,755
1716,757
423,758
374,758
593,749
602,765
908,753
1079,749
1448,757
59,760
272,755
354,756
863,765
401,761
484,755
1598,777
203,755
243,763
453,754
1031,756
1417,757
95,770
342,754
504,754
1472,758
1512,759
23,760
1397,759
1494,768
128,753
331,762
1561,765
1451,764
253,765
108,765
318,759
361,768
696,762
1575,775
28,750
460,761
523,769
933,757
1077,766
1361,766
387,767
1532,767
267,778
616,764
653,762
882,771
1711,770
288,765
545,782
914,769
1353,761
1407,768
1464,769
1553,768
627,772
1061,773
1687,772
425,772
675,766
1428,766
201,794
444,763
747,772
1436,781
213,771
177,785
345,775
497,777
803,776
1942,762
587,774
632,776
880,779
1318,775
760,774
129,775
1042,773
1099,764
1531,779
1267,782
291,778
318,792
1417,778
1933,770
606,780
1465,786
474,777
20,778
49,774
221,782
302,781
374,780
449,781
746,785
1479,782
256,784
511,787
769,779
1374,781
79,784
681,787
795,794
1922,775
638,785
646,779
244,794
593,786
1359,780
1487,788
164,801
524,794
1070,790
1112,780
1515,781
347,793
445,795
609,786
614,794
137,795
263,801
428,781
779,790
1019,779
1380,793
1912,777
1406,787
34,793
515,796
1682,788
106,786
148,796
485,799
659,791
295,795
572,783
1272,800
359,795
697,787
722,787
685,804
1392,793
1477,800
109,799
391,794
465,800
778,811
1421,799
64,799
536,800
1024,808
1489,812
118,799
752,809
1013,803
1034,797
1349,795
51,796
82,806
1052,798
552,808
629,804
646,801
1314,802
364,805
599,809
1399,809
1440,801
1981,789
27,806
1117,795
1373,804
100,806
1062,819
292,807
343,804
992,795
1460,817
1991,802
43,811
615,809
647,810
1328,809
1926,816
499,807
1338,809
1479,814
223,814
235,817
579,817
1855,806
450,809
481,812
536,811
463,812
1354,816
1673,813
284,830
2010,801
704,814
1413,819
467,819
1433,819
1701,817
372,815
1521,820
1584,813
401,813
84,824
1003,825
1364,828
524,816
1742,810
73,826
325,821
346,817
429,815
558,822
1564,828
2028,802
59,820
111,828
308,823
474,827
538,822
1335,821
1025,823
1072,823
1128,830
1398,834
1730,815
1840,814
121,825
448,837
722,847
1045,828
372,826
497,823
1423,830
1812,819
38,848
770,829
1089,822
743,826
629,824
725,819
1319,822
1652,819
243,826
1749,828
610,826
1696,836
1382,838
1769,831
138,833
365,840
693,843
1717,845
21,848
64,841
1300,833
537,833
1029,836
1451,834
1860,815
409,833
2003,846
1121,848
96,848
396,845
569,842
767,838
1672,841
1742,843
1786,837
580,840
633,841
1136,840
1330,841
1827,839
284,852
425,837
704,849
1458,846
1506,842
1759,842
484,842
1417,847
1056,851
1534,837
1796,843
541,848
604,848
1017,848
44,850
1436,840
1950,841
64,847
1282,844
585,855
561,845
1314,849
1702,851
52,869
381,851
626,852
1333,858
1467,858
1732,850
1782,853
1740,855
464,861
1302,853
1758,858
1830,855
1357,851
1432,857
1971,857
119,870
636,856
1806,853
1014,859
1734,869
2020,861
646,860
2010,866
1935,862
486,861
525,869
676,870
1126,864
503,866
1275,863
1396,863
1798,864
242,862
624,881
1382,855
1486,847
1701,870
363,865
921,862
1409,868
1436,865
1829,863
1005,863
1341,870
444,868
1051,864
1475,874
1652,884
1958,878
259,881
1810,881
514,883
989,877
1782,876
2000,873
1248,880
1762,880
398,878
480,881
63,884
448,884
1396,884
1678,876
636,884
918,881
1012,883
1481,888
653,881
1354,881
1869,883
1900,884
1286,881
361,888
464,890
1318,877
1446,898
1499,882
942,879
1691,891
1748,887
378,878
423,888
506,887
64,895
1039,884
1717,892
1853,892
604,883
254,901
452,895
1340,892
1881,894
484,890
536,900
1897,894
442,892
1104,887
1716,896
1790,899
1921,888
365,905
953,884
1517,891
1745,900
643,894
1820,896
392,894
570,891
1352,913
1731,898
1067,891
1307,894
1461,902
1778,903
1807,911
405,897
567,903
484,904
1077,901
1490,907
422,906
1101,903
558,909
1755,908
495,905
585,892
637,905
885,906
926,902
468,903
506,903
662,902
88,907
938,915
375,922
598,904
971,895
1314,922
1525,910
1719,914
50,910
434,907
902,929
1039,910
452,916
1667,909
68,912
1338,920
487,917
1107,912
1689,905
104,913
868,905
996,914
1130,902
1275,917
1905,911
472,913
574,916
587,916
1741,919
168,921
969,914
1246,920
890,920
1529,919
1627,916
951,922
530,923
660,917
1689,919
1787,923
1891,916
629,918
1099,921
1114,927
1141,923
1218,915
1267,930
1607,910
1854,920
479,928
550,921
604,921
1049,922
1651,919
423,934
991,924
1500,949
1621,925
1981,923
1521,923
1676,921
1633,903
1965,913
866,921
1905,926
973,930
1656,940
1814,931
1840,920
504,924
628,933
1085,922
1536,932
1962,936
851,934
1514,930
1646,932
1691,932
1723,947
1891,929
653,943
1067,931
1700,929
1710,930
70,930
520,932
942,935
491,938
1221,933
1232,935
1625,936
401,921
530,937
921,936
1594,932
557,934
940,952
966,937
43,941
873,945
989,940
1527,941
1032,937
1126,954
444,937
510,939
1169,933
1566,943
1825,940
593,937
623,950
1096,941
809,941
1910,944
1225,950
1599,948
1701,947
400,953
536,946
570,952
1238,943
1614,949
1674,947
503,944
909,963
1076,947
1109,945
1045,953
755,938
1156,951
1977,949
764,960
1478,949
1512,959
1897,948
1926,945
583,949
983,949
1144,949
1738,938
1185,947
1631,954
1842,950
1857,949
1117,949
472,951
559,961
607,954
672,956
690,934
957,949
1002,954
1246,954
1788,955
1818,955
432,955
1024,954
1705,954
1938,954
380,954
1091,959
444,954
542,957
1193,959
1599,957
508,956
589,962
1843,965
616,961
706,954
1132,968
1165,960
1234,958
1700,964
480,965
1801,962
976,962
1070,962
1687,967
1978,961
74,963
1624,964
1732,968
1868,969
366,969
713,972
927,969
1162,971
1712,973
1031,967
1672,966
1912,963
1994,968
640,977
1478,967
1951,965
604,970
959,964
1199,973
580,979
625,976
1013,971
1056,966
1213,977
1675,973
1722,981
1849,972
1927,979
95,976
415,969
437,978
692,978
1583,970
1794,978
1907,985
1974,977
543,984
1091,976
491,983
1042,977
1228,977
983,987
1702,984
1824,981
659,981
757,981
933,980
1115,976
1259,964
2001,979
507,972
1023,980
1101,982
1904,978
55,981
391,982
1144,977
81,991
521,974
1686,982
1863,992
721,985
1011,989
1231,988
1673,984
1943,991
710,983
1179,974
598,991
930,989
941,991
965,986
619,993
1197,988
1979,991
1954,981
636,994
1888,988
372,997
1028,998
1120,987
1435,988
557,992
1166,1000
1774,995
1430,999
1846,995
2017,989
393,994
562,995
1815,998
1102,995
1254,991
1934,1004
1990,1000
443,998
951,992
1130,995
1190,997
1958,998
694,995
1209,1000
66,1001
935,999
1081,999
1143,991
400,1000
461,1001
912,995
1119,1001
1230,1005
1889,1004
467,987
636,1001
652,1000
1413,1003
1373,1002
1788,1000
1269,1005
667,1000
608,1006
516,1007
930,1012
1855,1005
403,1009
684,1007
1111,1008
2010,1014
2026,1009
1893,1012
746,1007
1183,1005
1879,1004
1967,1017
580,1009
1213,1017
1869,1017
965,1023
1039,1013
1144,1018
419,1010
441,1010
1849,1022
459,1016
486,1016
1995,1017
603,1017
910,1011
1156,1019
1913,1019
436,1023
945,1018
1836,1009
1857,1019
1884,1020
50,1010
